disposals,round,teams,Player,odds,home,away
To Get 15 or More Disposals,R18,carlton v port-adelaide,lachlan fogarty,1.94,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,harry mckay,2.20,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,jordan boyd,2.30,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,alex cincotta,2.35,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,tom de koning,2.95,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,dylan williams,1.32,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,travis boak,1.32,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,xavier duursma,1.33,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,kane farrell,1.47,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,willem drew,1.54,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,jeremy finlayson,1.69,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,darcy byrne-jones,1.96,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,miles bergman,2.25,CAR,POR
To Get 15 or More Disposals,R18,carlton v port-adelaide,sam powell-pepper,2.35,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,adam cerra,1.07,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,sam docherty,1.10,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,patrick cripps,1.12,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,blake acres,1.39,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,adam saad,1.67,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,nic newman,1.74,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,jack silvagni,2.70,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,brodie kemp,3.40,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,matthew cottrell,3.80,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,jacob weitering,4.75,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,lachlan fogarty,5.50,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,harry mckay,6.00,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,charlie curnow,6.25,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,jordan boyd,7.50,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,alex cincotta,8.25,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,zak butters,1.12,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,connor rozee,1.14,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,dan houston,1.30,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,ollie wines,1.30,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,travis boak,1.95,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,xavier duursma,2.25,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,dylan williams,2.70,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,kane farrell,3.35,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,willem drew,3.90,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,jeremy finlayson,4.40,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,darcy byrne-jones,6.00,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,miles bergman,6.00,CAR,POR
To Get 20 or More Disposals,R18,carlton v port-adelaide,sam powell-pepper,8.25,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,sam walsh,1.16,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,adam cerra,1.40,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,sam docherty,1.52,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,patrick cripps,1.58,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,blake acres,2.60,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,nic newman,3.90,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,adam saad,4.00,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,jack silvagni,8.75,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,brodie kemp,13.00,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,matthew cottrell,17.00,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,zak butters,1.57,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,connor rozee,1.72,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,dan houston,2.20,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,ollie wines,2.20,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,travis boak,3.50,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,xavier duursma,5.10,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,dylan williams,9.50,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,kane farrell,11.50,CAR,POR
To Get 25 or More Disposals,R18,carlton v port-adelaide,jeremy finlayson,17.00,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,sam walsh,1.65,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,adam cerra,2.40,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,patrick cripps,2.80,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,sam docherty,2.85,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,blake acres,6.25,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,nic newman,10.50,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,adam saad,12.00,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,zak butters,2.80,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,connor rozee,3.50,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,ollie wines,4.90,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,dan houston,5.00,CAR,POR
To Get 30 or More Disposals,R18,carlton v port-adelaide,travis boak,7.00,CAR,POR
To Get 15 or More Disposals,R18,geelong v essendon,gryan miers,1.09,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,isaac smith,1.09,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,max holmes,1.18,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,jack bowes,1.19,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,tanner bruhn,1.22,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,tom atkins,1.23,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,mark blicavs,1.29,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,zach guthrie,1.48,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,jeremy cameron,1.49,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,brad close,1.54,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,tom hawkins,2.30,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,rhys stanley,3.10,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,tyson stengle,3.20,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,gary rohan,3.90,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,oliver henry,3.90,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,sam de koning,4.50,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,nic martin,SUS,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,andrew mcgrath,SUS,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,ben hobbs,SUS,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,jye caldwell,1.07,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,mason redman,1.09,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,archie perkins,1.36,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,sam durham,1.63,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,jake stringer,1.67,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,jayden laverde,1.67,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,jake kelly,1.96,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,nick bryan,1.97,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,kyle langford,2.10,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,matt guelfi,2.30,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,brandon zerk-thatcher,2.90,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,will snelling,3.20,GEE,ESS
To Get 15 or More Disposals,R18,geelong v essendon,peter wright,4.60,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,tom stewart,1.20,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,patrick dangerfield,1.22,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,mitch duncan,1.31,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,gryan miers,1.52,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,isaac smith,1.68,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,max holmes,1.96,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,jack bowes,1.97,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,tanner bruhn,2.25,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,tom atkins,2.25,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,mark blicavs,2.90,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,zach guthrie,3.30,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,jeremy cameron,3.35,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,brad close,3.60,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,tom hawkins,9.50,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,nic martin,1.29,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,andrew mcgrath,1.35,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,dyson heppell,1.36,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,ben hobbs,1.38,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,jye caldwell,1.51,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,mason redman,1.53,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,archie perkins,2.75,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,jayden laverde,4.25,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,jake stringer,4.30,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,sam durham,4.70,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,jake kelly,5.75,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,nick bryan,5.80,GEE,ESS
To Get 20 or More Disposals,R18,geelong v essendon,kyle langford,6.50,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,patrick dangerfield,1.93,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,tom stewart,1.96,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,mitch duncan,2.25,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,gryan miers,3.05,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,isaac smith,4.30,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,jack bowes,4.80,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,max holmes,4.90,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,tom atkins,7.00,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,tanner bruhn,7.25,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,jeremy cameron,12.00,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,mark blicavs,12.00,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,zach guthrie,12.00,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,brad close,13.00,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,darcy parish,1.10,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,zach merrett,1.24,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,nic martin,2.20,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,andrew mcgrath,2.60,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,ben hobbs,2.65,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,dyson heppell,2.65,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,mason redman,3.10,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,jye caldwell,3.20,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,archie perkins,8.25,GEE,ESS
To Get 25 or More Disposals,R18,geelong v essendon,jake stringer,17.00,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,patrick dangerfield,3.90,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,tom stewart,4.40,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,mitch duncan,5.10,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,gryan miers,7.75,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,jack bowes,14.00,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,max holmes,15.00,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,isaac smith,16.00,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,tanner bruhn,26.00,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,tom atkins,26.00,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,darcy parish,1.39,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,zach merrett,1.72,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,nic martin,4.90,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,andrew mcgrath,6.75,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,dyson heppell,7.00,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,ben hobbs,7.25,GEE,ESS
To Get 30 or More Disposals,R18,geelong v essendon,mason redman,8.00,GEE,ESS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,mitch hinge,1.07,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,brodie smith,1.12,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,rory sloane,1.18,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,wayne milera,1.22,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,chayce jones,1.25,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,lachlan sholl,1.36,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,izak rankine,1.48,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,josh rachele,1.48,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,josh worrell,1.56,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,lachlan murphy,1.74,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,reilly o'brien,1.78,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,taylor walker,2.25,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,riley thilthorpe,2.35,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,luke pedlar,3.80,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,josh kelly,SUS,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,finn callaghan,1.07,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,lachie ash,1.07,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,harry himmelberg,1.09,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,callan ward,1.10,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,harry perryman,1.13,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,isaac cumming,1.22,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,toby greene,1.33,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,connor idun,1.47,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,brent daniels,1.52,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,kieren briggs,1.94,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,sam taylor,2.10,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,jesse hogan,2.30,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,daniel lloyd,2.35,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,jack buckley,2.35,ADE,GWS
To Get 15 or More Disposals,R18,adelaide v greater-western-sydney,jake riccardi,3.80,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,ben keays,1.30,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,mitch hinge,1.50,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,brodie smith,1.71,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,rory sloane,1.96,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,wayne milera,2.25,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,chayce jones,2.30,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,lachlan sholl,2.70,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,izak rankine,3.25,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,josh rachele,3.25,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,josh worrell,3.70,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,lachlan murphy,3.80,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,reilly o'brien,5.30,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,taylor walker,6.25,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,riley thilthorpe,8.00,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,stephen coniglio,SUS,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,josh kelly,1.13,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,lachie whitfield,1.22,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,callan ward,1.46,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,lachie ash,1.49,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,finn callaghan,1.52,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,harry himmelberg,1.54,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,harry perryman,1.96,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,isaac cumming,2.25,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,toby greene,2.75,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,brent daniels,3.40,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,connor idun,3.45,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,kieren briggs,5.80,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,sam taylor,6.50,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,jack buckley,8.25,ADE,GWS
To Get 20 or More Disposals,R18,adelaide v greater-western-sydney,jesse hogan,8.25,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,rory laird,1.25,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,jordan dawson,1.28,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,ben keays,1.97,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,mitch hinge,3.25,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,brodie smith,3.75,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,rory sloane,4.90,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,chayce jones,6.25,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,wayne milera,6.75,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,lachlan sholl,8.75,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,izak rankine,11.00,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,lachlan murphy,11.00,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,josh rachele,12.00,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,josh worrell,14.00,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,stephen coniglio,1.30,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,josh kelly,1.51,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,lachie whitfield,1.95,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,callan ward,2.45,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,harry himmelberg,3.15,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,finn callaghan,3.25,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,lachie ash,3.25,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,harry perryman,6.00,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,isaac cumming,7.00,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,toby greene,9.75,ADE,GWS
To Get 25 or More Disposals,R18,adelaide v greater-western-sydney,brent daniels,12.00,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,rory laird,1.84,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,jordan dawson,2.12,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,ben keays,3.45,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,mitch hinge,9.00,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,brodie smith,10.00,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,rory sloane,13.00,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,chayce jones,21.00,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,wayne milera,26.00,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,stephen coniglio,2.10,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,josh kelly,2.35,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,lachie whitfield,3.90,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,callan ward,5.00,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,harry himmelberg,7.75,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,lachie ash,8.75,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,finn callaghan,9.50,ADE,GWS
To Get 30 or More Disposals,R18,adelaide v greater-western-sydney,harry perryman,23.00,ADE,GWS
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,harry sheezel,SUS,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,bailey scott,1.07,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,tarryn thomas,1.09,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,luke mcdonald,1.16,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,liam shiels,1.25,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,george wardlaw,1.33,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,cameron zurhaar,1.34,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,darcy tucker,1.42,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,tom powell,1.49,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,tristan xerri,1.56,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,jackson archer,1.68,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,josh goater,1.68,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,aidan corr,2.25,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,eddie ford,2.30,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,cooper harvey,3.80,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,dylan moore,1.11,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,josh ward,1.12,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,blake hardwick,1.13,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,connor macdonald,1.25,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,josh weddle,1.25,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,jack scrimshaw,1.26,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,chad wingard,1.55,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,mitch lewis,2.80,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,sam frost,2.90,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,tyler brockman,2.95,NTH,HAW
To Get 15 or More Disposals,R18,north-melbourne v hawthorn,luke breust,3.75,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,luke davies-uniacke,1.10,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,harry sheezel,1.16,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,bailey scott,1.50,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,tarryn thomas,1.54,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,luke mcdonald,1.93,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,liam shiels,1.97,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,george wardlaw,2.20,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,cameron zurhaar,2.70,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,darcy tucker,3.00,NTH,HAW
To Get 20 or More Disposals,R18,north-melbourne v hawthorn,tristan xerri,3.05,NTH,HAW
